                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                0.92437,                0.63529,                 1.2566,                0.82125,                 0.8149,                0.86775,                0.50245,                 1.5614,                0.83212,                 1.8749,             0.00082118,             0.00082118,             0.00082118
                     61,                0.91783,                 0.6401,                 1.2543,                0.84108,                0.83792,                0.88335,                0.51992,                  1.514,                0.79781,                 1.8503,              0.0008012,              0.0008012,              0.0008012
                     62,                0.91546,                0.64137,                 1.2462,                0.83191,                0.84754,                0.88608,                0.51979,                 1.5384,                 0.7933,                 1.8471,             0.00078122,             0.00078122,             0.00078122
                     63,                0.92135,                0.62583,                 1.2463,                 0.8482,                0.82874,                0.87251,                0.50902,                 1.5194,                0.80344,                 1.8475,             0.00076124,             0.00076124,             0.00076124
                     64,                0.88853,                0.62008,                 1.2282,                0.85722,                0.83639,                0.87639,                0.51132,                 1.5385,                0.75328,                  1.869,             0.00074126,             0.00074126,             0.00074126
                     65,                0.89019,                0.60308,                 1.2251,                0.84456,                0.83945,                0.87509,                0.50861,                 1.5581,                0.80999,                  1.879,             0.00072128,             0.00072128,             0.00072128
                     66,                0.88895,                0.60636,                 1.2298,                0.86287,                0.80275,                0.87911,                0.51399,                 1.5241,                0.79283,                  1.849,              0.0007013,              0.0007013,              0.0007013
                     67,                0.87765,                0.59073,                 1.2201,                0.87558,                0.79969,                0.86943,                0.51262,                 1.5258,                0.78364,                  1.875,             0.00068132,             0.00068132,             0.00068132
                     68,                0.88584,                0.60329,                 1.2242,                0.85853,                0.79358,                0.87475,                0.51908,                 1.4993,                0.78589,                 1.8301,             0.00066134,             0.00066134,             0.00066134
                     69,                 0.8725,                0.58759,                 1.2157,                0.87072,                  0.793,                0.86916,                0.51003,                 1.5861,                0.81418,                 1.9165,             0.00064136,             0.00064136,             0.00064136
                     70,                0.85971,                0.57788,                 1.2156,                0.81989,                0.82134,                0.87133,                0.51038,                 1.5642,                 0.8311,                 1.8983,             0.00062138,             0.00062138,             0.00062138
                     71,                0.86655,                0.59448,                 1.2179,                0.86033,                 0.8006,                0.87449,                0.50876,                 1.5481,                0.81155,                 1.9036,              0.0006014,              0.0006014,              0.0006014
                     72,                0.86194,                0.59695,                 1.2127,                0.87034,                0.78004,                0.86585,                0.50867,                 1.5437,                0.82066,                 1.8816,             0.00058142,             0.00058142,             0.00058142
                     73,                0.84339,                0.56821,                 1.2019,                0.83895,                0.81498,                0.87502,                0.52442,                 1.5102,                0.81678,                 1.8656,             0.00056144,             0.00056144,             0.00056144
                     74,                0.84821,                0.57734,                 1.2084,                0.84677,                0.80271,                0.86746,                0.50707,                  1.537,                0.83189,                 1.8936,             0.00054146,             0.00054146,             0.00054146
                     75,                0.83341,                0.56373,                 1.1966,                0.80762,                0.83446,                0.86956,                0.50434,                 1.5269,                0.82747,                 1.9063,             0.00052148,             0.00052148,             0.00052148
                     76,                0.82855,                0.57277,                 1.1958,                0.86001,                0.80783,                0.87877,                0.51133,                 1.5495,                0.81304,                 1.9132,              0.0005015,              0.0005015,              0.0005015
                     77,                0.82359,                0.55993,                  1.191,                0.82619,                0.82129,                0.86882,                0.51768,                   1.54,                0.81784,                 1.9122,             0.00048152,             0.00048152,             0.00048152
                     78,                0.81073,                0.54537,                 1.1795,                0.84494,                0.81346,                 0.8648,                 0.5122,                 1.5488,                0.82062,                 1.9261,             0.00046154,             0.00046154,             0.00046154
                     79,                0.81733,                0.55858,                 1.1881,                0.85996,                0.80581,                0.86823,                0.50726,                 1.5798,                0.82845,                 1.9451,             0.00044156,             0.00044156,             0.00044156
                     80,                0.80997,                0.55209,                 1.1829,                0.86522,                0.80488,                0.87248,                0.51585,                 1.5578,                0.83055,                 1.9489,             0.00042158,             0.00042158,             0.00042158
                     81,                0.80626,                0.54055,                 1.1801,                0.84954,                0.82018,                0.87406,                0.51408,                 1.5571,                0.84785,                 1.9178,              0.0004016,              0.0004016,              0.0004016
                     82,                 0.8086,                0.55121,                 1.1793,                0.85162,                0.80734,                0.86648,                0.50712,                 1.5379,                0.83547,                 1.9154,             0.00038162,             0.00038162,             0.00038162
                     83,                0.78841,                  0.529,                 1.1689,                0.84362,                0.81804,                0.86149,                0.50517,                 1.5634,                0.82369,                 1.9562,             0.00036164,             0.00036164,             0.00036164
                     84,                0.78224,                0.52331,                 1.1747,                0.82684,                0.80734,                0.85972,                0.50335,                 1.5525,                0.83151,                 1.9726,             0.00034166,             0.00034166,             0.00034166
                     85,                 0.7819,                0.52421,                 1.1656,                0.82304,                0.83028,                0.86815,                0.51466,                 1.5645,                0.81139,                 1.9486,             0.00032168,             0.00032168,             0.00032168
                     86,                0.78232,                0.52485,                 1.1669,                0.84616,                0.80887,                0.86684,                 0.5112,                  1.548,                0.81503,                 1.9322,              0.0003017,              0.0003017,              0.0003017
                     87,                0.78269,                0.52361,                 1.1641,                0.86226,                0.79969,                0.87192,                0.51111,                 1.5766,                0.82774,                 1.9551,             0.00028172,             0.00028172,             0.00028172
                     88,                0.77003,                0.51911,                 1.1602,                0.82838,                0.80428,                0.86233,                0.51332,                 1.5693,                0.84841,                  1.939,             0.00026174,             0.00026174,             0.00026174
                     89,                0.76767,                0.51176,                  1.159,                0.86227,                0.79457,                0.86923,                 0.5178,                 1.5626,                 0.8576,                 1.9505,             0.00024176,             0.00024176,             0.00024176
                     90,                0.76417,                0.50936,                 1.1559,                 0.8637,                0.81389,                0.87435,                0.51351,                 1.5658,                0.81068,                 1.9528,             0.00022178,             0.00022178,             0.00022178
                     91,                0.75835,                0.51142,                 1.1501,                0.86365,                0.80386,                0.87514,                0.51334,                 1.5489,                0.80199,                 1.9584,              0.0002018,              0.0002018,              0.0002018
                     92,                0.74669,                0.49787,                 1.1435,                0.86162,                0.80734,                0.86575,                0.51494,                 1.5676,                0.80843,                 1.9683,             0.00018182,             0.00018182,             0.00018182
                     93,                0.74623,                0.49795,                  1.146,                0.84566,                0.81498,                0.86662,                0.51184,                 1.5786,                0.83539,                 1.9783,             0.00016184,             0.00016184,             0.00016184
                     94,                0.74249,                0.50489,                 1.1504,                0.88512,                0.77757,                0.87242,                0.51382,                 1.5728,                0.80724,                 1.9882,             0.00014186,             0.00014186,             0.00014186
                     95,                0.73826,                0.50329,                  1.138,                 0.8573,                0.79921,                0.87056,                0.51236,                 1.5742,                0.81739,                 1.9895,             0.00012188,             0.00012188,             0.00012188
                     96,                0.72462,                0.48385,                 1.1314,                0.87641,                0.80275,                0.88293,                0.51532,                 1.5601,                0.82189,                 1.9785,              0.0001019,              0.0001019,              0.0001019
                     97,                0.71618,                0.48588,                 1.1263,                0.87003,                0.80861,                0.86944,                0.51158,                  1.581,                 0.8138,                 2.0072,              8.192e-05,              8.192e-05,              8.192e-05
                     98,                0.72519,                0.48534,                  1.133,                0.84476,                0.83208,                0.86998,                0.51354,                  1.567,                0.82615,                  1.987,              6.194e-05,              6.194e-05,              6.194e-05
                     99,                0.71682,                0.47942,                 1.1276,                 0.8299,                0.83551,                0.87501,                 0.5126,                 1.5734,                0.82516,                  1.987,              4.196e-05,              4.196e-05,              4.196e-05
