                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                 1.4424,                 1.3473,                 1.6273,                0.83196,                0.74188,                0.83309,                0.49465,                  1.467,                 1.1336,                 1.6907,               0.001041,               0.001041,               0.001041
                     50,                 1.4581,                 1.3608,                 1.6383,                0.82832,                0.78593,                0.86445,                0.50168,                 1.5036,                0.97335,                 1.7143,               0.001021,               0.001021,               0.001021
                     51,                 1.4429,                 1.3547,                 1.6281,                0.80381,                0.83639,                0.88939,                0.50581,                 1.4878,                0.93137,                 1.7159,               0.001001,               0.001001,               0.001001
                     52,                 1.4299,                 1.3468,                 1.6223,                0.83322,                0.76911,                0.84465,                0.47728,                 1.5115,                0.98396,                 1.7416,             0.00098102,             0.00098102,             0.00098102
                     53,                 1.4299,                 1.3322,                 1.6191,                0.81198,                0.77259,                0.84991,                0.48745,                 1.4987,                 1.0241,                 1.7525,             0.00096104,             0.00096104,             0.00096104
                     54,                 1.4303,                 1.3083,                 1.6122,                0.84244,                0.76847,                0.87326,                0.49888,                  1.491,                0.96454,                  1.703,             0.00094106,             0.00094106,             0.00094106
                     55,                 1.4243,                 1.3051,                 1.6066,                0.79857,                0.80122,                0.85794,                0.49727,                 1.4663,                 1.0028,                 1.6961,             0.00092108,             0.00092108,             0.00092108
                     56,                 1.4166,                 1.3079,                 1.6055,                 0.7315,                0.72484,                0.78453,                0.43653,                 1.6121,                 1.1055,                 1.8058,              0.0009011,              0.0009011,              0.0009011
                     57,                 1.4124,                 1.3111,                 1.6045,                0.82058,                0.73853,                0.83703,                0.48328,                 1.4892,                 1.0132,                 1.6991,             0.00088112,             0.00088112,             0.00088112
                     58,                  1.419,                   1.32,                 1.6162,                0.78005,                0.77545,                0.83415,                0.48308,                 1.4821,                 1.0662,                 1.7121,             0.00086114,             0.00086114,             0.00086114
                     59,                  1.423,                 1.3006,                 1.6153,                0.85983,                0.82875,                0.89525,                0.53278,                  1.434,                0.88246,                 1.6774,             0.00084116,             0.00084116,             0.00084116
                     60,                 1.4181,                  1.281,                 1.6087,                0.82078,                0.80887,                0.87399,                0.50911,                 1.4731,                0.89918,                 1.6662,             0.00082118,             0.00082118,             0.00082118
                     61,                 1.4176,                  1.308,                 1.6073,                0.84528,                0.81033,                0.87633,                0.51375,                 1.4557,                0.91997,                 1.6708,              0.0008012,              0.0008012,              0.0008012
                     62,                 1.3959,                 1.2823,                 1.5893,                0.78345,                0.82979,                 0.8548,                 0.4981,                 1.4846,                0.96152,                 1.7151,             0.00078122,             0.00078122,             0.00078122
                     63,                 1.4073,                 1.2813,                 1.5917,                0.86269,                0.79052,                0.89209,                0.53608,                 1.4174,                0.87704,                 1.6496,             0.00076124,             0.00076124,             0.00076124
                     64,                 1.4005,                  1.273,                 1.5837,                0.84402,                0.81346,                0.88716,                0.52651,                 1.4268,                0.88634,                 1.6477,             0.00074126,             0.00074126,             0.00074126
                     65,                  1.385,                 1.2556,                 1.5827,                0.81186,                0.79052,                0.87173,                0.52464,                 1.3947,                0.88262,                 1.6246,             0.00072128,             0.00072128,             0.00072128
                     66,                 1.3835,                 1.2542,                 1.5751,                0.85594,                0.79948,                0.89536,                0.53357,                 1.4117,                0.87264,                 1.6284,              0.0007013,              0.0007013,              0.0007013
                     67,                  1.394,                 1.2497,                 1.5827,                0.88528,                0.79205,                0.89517,                0.53248,                 1.4199,                0.83209,                 1.6372,             0.00068132,             0.00068132,             0.00068132
                     68,                 1.3908,                 1.2453,                 1.5752,                0.84243,                0.80933,                0.87805,                0.53202,                 1.4087,                 0.9098,                 1.6312,             0.00066134,             0.00066134,             0.00066134
                     69,                 1.3765,                  1.223,                 1.5674,                0.90478,                0.77523,                0.88713,                0.53059,                 1.4077,                0.84904,                 1.6335,             0.00064136,             0.00064136,             0.00064136
                     70,                 1.3822,                 1.2469,                 1.5735,                0.85137,                0.78287,                0.87915,                0.52827,                 1.3854,                0.89542,                 1.6235,             0.00062138,             0.00062138,             0.00062138
                     71,                 1.3684,                 1.2162,                  1.568,                0.85329,                0.81498,                0.88933,                0.53847,                  1.395,                0.85866,                 1.6239,              0.0006014,              0.0006014,              0.0006014
                     72,                 1.3803,                 1.2117,                 1.5622,                 0.8418,                 0.8055,                0.88567,                0.54487,                 1.4001,                0.85394,                 1.6253,             0.00058142,             0.00058142,             0.00058142
                     73,                 1.3574,                 1.2156,                 1.5547,                0.87677,                0.79511,                0.89817,                0.54032,                 1.3889,                0.84502,                 1.6026,             0.00056144,             0.00056144,             0.00056144
                     74,                 1.3604,                 1.2226,                 1.5553,                0.85772,                 0.8204,                0.89508,                0.53472,                 1.4304,                0.85278,                 1.6544,             0.00054146,             0.00054146,             0.00054146
                     75,                 1.3751,                  1.226,                 1.5652,                0.87801,                 0.8211,                 0.9084,                0.54883,                 1.3899,                0.81569,                 1.6148,             0.00052148,             0.00052148,             0.00052148
                     76,                 1.3731,                 1.2201,                  1.566,                 0.8853,                0.80255,                0.90395,                0.53888,                 1.3957,                0.81734,                  1.633,              0.0005015,              0.0005015,              0.0005015
                     77,                 1.3445,                 1.1914,                 1.5429,                0.87526,                 0.8261,                0.90164,                 0.5439,                 1.3843,                0.81595,                 1.6041,             0.00048152,             0.00048152,             0.00048152
                     78,                 1.3515,                  1.176,                 1.5416,                0.85302,                0.81957,                0.89853,                0.53477,                 1.4004,                0.80931,                   1.62,             0.00046154,             0.00046154,             0.00046154
                     79,                 1.3555,                 1.1865,                 1.5438,                0.88023,                0.79664,                0.90161,                0.54822,                 1.3891,                0.82785,                 1.6157,             0.00044156,             0.00044156,             0.00044156
                     80,                 1.3542,                 1.1821,                  1.547,                0.85691,                0.83327,                0.89623,                0.54027,                 1.4031,                 0.8113,                 1.6259,             0.00042158,             0.00042158,             0.00042158
                     81,                 1.3443,                 1.2022,                  1.543,                0.86302,                0.82569,                0.90099,                0.55284,                  1.406,                0.80804,                 1.6267,              0.0004016,              0.0004016,              0.0004016
                     82,                 1.3459,                 1.1886,                 1.5425,                0.87998,                0.85203,                0.91105,                0.55842,                 1.3971,                0.78501,                 1.6153,             0.00038162,             0.00038162,             0.00038162
                     83,                 1.3366,                 1.1703,                 1.5356,                0.85356,                0.85933,                0.90563,                0.56439,                 1.3488,                0.78717,                 1.5967,             0.00036164,             0.00036164,             0.00036164
                     84,                 1.3452,                 1.1865,                 1.5416,                0.87148,                0.82569,                0.90802,                0.56411,                 1.3673,                0.80661,                 1.5896,             0.00034166,             0.00034166,             0.00034166
                     85,                 1.3297,                 1.1704,                 1.5287,                0.85949,                0.86051,                0.91684,                0.56296,                 1.3656,                0.75375,                 1.5927,             0.00032168,             0.00032168,             0.00032168
                     86,                  1.331,                 1.1623,                 1.5315,                0.87213,                0.80428,                0.90837,                0.56117,                 1.3549,                0.79993,                 1.5666,              0.0003017,              0.0003017,              0.0003017
                     87,                 1.3178,                 1.1505,                 1.5222,                0.87673,                0.83738,                0.91345,                0.56232,                  1.363,                0.75983,                 1.5946,             0.00028172,             0.00028172,             0.00028172
                     88,                 1.3094,                 1.1568,                 1.5174,                0.88257,                0.83888,                0.91794,                0.56144,                 1.3635,                0.76908,                 1.5797,             0.00026174,             0.00026174,             0.00026174
                     89,                 1.3258,                 1.1405,                 1.5236,                 0.8764,                 0.8578,                0.92045,                0.56606,                 1.3661,                0.76946,                 1.5904,             0.00024176,             0.00024176,             0.00024176
                     90,                  1.322,                 1.1368,                  1.524,                0.86963,                0.84653,                0.90886,                0.55641,                 1.3919,                0.79113,                 1.6246,             0.00022178,             0.00022178,             0.00022178
                     91,                  1.308,                 1.1193,                 1.5062,                0.86666,                 0.8746,                0.92352,                0.56901,                  1.358,                0.73891,                 1.5813,              0.0002018,              0.0002018,              0.0002018
                     92,                 1.3164,                  1.131,                 1.5084,                0.87371,                0.87804,                0.92605,                0.57196,                 1.3659,                0.73703,                 1.5875,             0.00018182,             0.00018182,             0.00018182
                     93,                 1.3004,                 1.1119,                 1.5052,                0.87178,                0.86697,                0.92524,                0.57871,                 1.3636,                0.73077,                 1.5853,             0.00016184,             0.00016184,             0.00016184
                     94,                 1.3178,                 1.1353,                 1.5204,                0.88032,                0.86391,                0.92564,                0.57332,                 1.3678,                0.74498,                 1.5892,             0.00014186,             0.00014186,             0.00014186
                     95,                 1.3031,                 1.1121,                 1.5053,                 0.8741,                0.88114,                0.92515,                0.57486,                  1.357,                0.73327,                 1.5846,             0.00012188,             0.00012188,             0.00012188
                     96,                 1.3132,                 1.1263,                 1.5104,                0.86633,                0.87768,                0.92455,                0.57214,                 1.3621,                 0.7365,                 1.5853,              0.0001019,              0.0001019,              0.0001019
                     97,                 1.3107,                 1.1228,                 1.5082,                  0.881,                 0.8603,                0.92276,                0.57245,                 1.3647,                0.72997,                  1.588,              8.192e-05,              8.192e-05,              8.192e-05
                     98,                 1.3006,                 1.1022,                 1.5052,                0.89784,                0.84709,                0.92251,                0.57426,                  1.361,                0.73838,                 1.5843,              6.194e-05,              6.194e-05,              6.194e-05
                     99,                 1.2974,                 1.1139,                 1.5014,                0.87611,                 0.8685,                0.92791,                0.57747,                 1.3587,                0.72422,                 1.5859,              4.196e-05,              4.196e-05,              4.196e-05
