                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.5156,                 1.4279,                 1.6846,                0.67024,                0.68684,                0.72652,                0.36382,                 1.6674,                 1.3597,                 1.8982,              0.0016816,              0.0016816,              0.0016816
                     18,                 1.4981,                  1.416,                 1.6916,                0.68653,                 0.6208,                0.69884,                0.36838,                 1.7251,                  1.464,                 1.9862,              0.0016617,              0.0016617,              0.0016617
                     19,                 1.4837,                 1.3907,                 1.6609,                0.71682,                0.64373,                0.73002,                0.38891,                 1.6094,                 1.3499,                 1.8426,              0.0016418,              0.0016418,              0.0016418
                     20,                 1.4829,                  1.352,                 1.6688,                0.72706,                0.70466,                0.77355,                0.41248,                 1.6621,                 1.2288,                 1.8918,              0.0016219,              0.0016219,              0.0016219
                     21,                 1.4553,                 1.3519,                 1.6517,                 0.7625,                0.67255,                0.77317,                 0.4322,                   1.54,                 1.2676,                 1.7993,               0.001602,               0.001602,               0.001602
                     22,                 1.4719,                 1.3478,                 1.6633,                0.78732,                0.67584,                0.79859,                0.43541,                 1.5753,                 1.1723,                 1.8087,              0.0015821,              0.0015821,              0.0015821
                     23,                 1.4649,                 1.3248,                 1.6555,                0.78238,                0.71101,                 0.7991,                 0.4399,                 1.5514,                 1.2444,                 1.8156,              0.0015622,              0.0015622,              0.0015622
                     24,                 1.4429,                 1.2883,                 1.6335,                0.74973,                0.73853,                0.80657,                0.43563,                 1.6286,                 1.1654,                 1.8786,              0.0015423,              0.0015423,              0.0015423
                     25,                 1.4107,                 1.3017,                  1.618,                0.78225,                0.73057,                0.80855,                0.44438,                  1.538,                 1.1837,                 1.8002,              0.0015224,              0.0015224,              0.0015224
                     26,                 1.4448,                 1.2789,                 1.6428,                0.72998,                0.71512,                0.78492,                0.43744,                 1.5474,                  1.155,                 1.7872,              0.0015025,              0.0015025,              0.0015025
                     27,                 1.4252,                 1.2512,                 1.6208,                0.78392,                0.72324,                0.80746,                0.45189,                 1.5139,                 1.1533,                 1.7765,              0.0014826,              0.0014826,              0.0014826
                     28,                 1.4171,                 1.2619,                 1.6153,                0.73721,                0.74638,                0.79612,                0.43954,                 1.5302,                 1.1677,                  1.774,              0.0014627,              0.0014627,              0.0014627
                     29,                 1.3979,                 1.2247,                 1.5973,                0.74481,                0.64709,                0.72139,                0.39693,                 1.6127,                 1.3108,                 1.9021,              0.0014428,              0.0014428,              0.0014428
                     30,                 1.4157,                 1.2355,                 1.6172,                0.77824,                0.72477,                0.81011,                0.46338,                 1.4771,                  1.161,                 1.7474,              0.0014229,              0.0014229,              0.0014229
                     31,                 1.3763,                 1.1955,                 1.5876,                0.82745,                0.73327,                0.83496,                0.48135,                 1.4737,                 1.0571,                 1.7351,               0.001403,               0.001403,               0.001403
                     32,                 1.3712,                 1.1743,                 1.5854,                0.79204,                0.73547,                0.83155,                0.46821,                 1.5125,                 1.0817,                 1.7488,              0.0013831,              0.0013831,              0.0013831
                     33,                 1.3616,                 1.1814,                 1.5771,                0.74049,                0.72783,                 0.8008,                0.45962,                 1.5159,                 1.1445,                 1.7771,              0.0013632,              0.0013632,              0.0013632
                     34,                 1.3608,                 1.1713,                 1.5798,                 0.7814,                0.75076,                0.82173,                0.46724,                 1.5085,                 1.0731,                 1.7901,              0.0013433,              0.0013433,              0.0013433
                     35,                 1.3779,                 1.1594,                 1.5823,                0.80356,                0.73806,                0.82935,                0.46841,                 1.4963,                 1.0497,                 1.7595,              0.0013234,              0.0013234,              0.0013234
                     36,                 1.3735,                 1.1606,                 1.5739,                0.82053,                0.74771,                0.82378,                0.46995,                 1.4807,                  1.029,                 1.7657,              0.0013035,              0.0013035,              0.0013035
                     37,                 1.3416,                 1.1246,                 1.5513,                0.78662,                0.77064,                0.83011,                0.46276,                 1.5371,                 1.0723,                 1.8155,              0.0012836,              0.0012836,              0.0012836
                     38,                 1.3337,                 1.1048,                 1.5397,                0.80436,                0.76758,                0.82757,                0.46915,                 1.5424,                 1.0201,                 1.7972,              0.0012637,              0.0012637,              0.0012637
                     39,                 1.3338,                 1.1091,                   1.55,                0.78934,                0.78899,                0.83256,                0.48698,                 1.4633,                 1.0208,                 1.7289,              0.0012438,              0.0012438,              0.0012438
                     40,                 1.3377,                 1.0974,                 1.5554,                0.84086,                0.74331,                 0.8385,                0.48609,                 1.4738,                0.99837,                 1.7303,              0.0012239,              0.0012239,              0.0012239
                     41,                 1.3147,                 1.0644,                 1.5293,                0.76925,                0.79969,                0.84172,                0.48787,                 1.4797,                0.99123,                 1.7377,               0.001204,               0.001204,               0.001204
                     42,                 1.3269,                 1.0752,                 1.5417,                0.80232,                0.76758,                0.84702,                0.50032,                 1.4714,                0.96478,                 1.7251,              0.0011841,              0.0011841,              0.0011841
                     43,                 1.3039,                 1.0468,                 1.5214,                0.80222,                0.78147,                 0.8427,                0.49502,                 1.4853,                0.95007,                  1.746,              0.0011642,              0.0011642,              0.0011642
                     44,                 1.3075,                 1.0675,                 1.5299,                0.79546,                 0.7844,                0.84117,                0.49617,                 1.4674,                0.95249,                 1.7066,              0.0011443,              0.0011443,              0.0011443
                     45,                 1.3106,                  1.044,                  1.532,                0.79961,                0.80275,                0.85892,                0.49647,                 1.4893,                0.95504,                 1.7401,              0.0011244,              0.0011244,              0.0011244
                     46,                 1.3103,                 1.0685,                 1.5352,                0.80137,                0.76147,                0.83972,                 0.4892,                 1.4683,                 1.0053,                 1.7082,              0.0011045,              0.0011045,              0.0011045
                     47,                 1.2928,                 1.0269,                 1.5154,                0.82386,                0.76911,                0.85908,                0.48634,                 1.4748,                0.95456,                 1.7117,              0.0010846,              0.0010846,              0.0010846
                     48,                 1.2798,                      1,                 1.4951,                0.80817,                0.81168,                0.85392,                0.50048,                 1.4899,                0.91971,                 1.7549,              0.0010647,              0.0010647,              0.0010647
                     49,                 1.2775,                0.99931,                    1.5,                0.81375,                 0.7844,                0.86763,                0.49376,                  1.507,                0.93605,                 1.7642,              0.0010448,              0.0010448,              0.0010448
                     50,                 1.2782,                  1.012,                  1.501,                0.85842,                0.77676,                0.87056,                0.52111,                 1.4485,                0.90813,                 1.7077,              0.0010249,              0.0010249,              0.0010249
                     51,                 1.2578,                0.99447,                 1.4782,                0.80587,                0.82416,                 0.8642,                0.51264,                 1.4548,                0.93978,                 1.7216,               0.001005,               0.001005,               0.001005
                     52,                 1.2588,                  0.975,                 1.4863,                0.82741,                0.80275,                0.85382,                0.50185,                 1.4868,                0.89529,                 1.7461,              0.0009851,              0.0009851,              0.0009851
                     53,                 1.2564,                 0.9745,                 1.4851,                0.83204,                0.80289,                0.86114,                0.50639,                 1.4758,                0.93937,                 1.7413,              0.0009652,              0.0009652,              0.0009652
                     54,                 1.2377,                0.96664,                 1.4739,                0.85376,                0.77663,                0.86467,                0.51663,                 1.4502,                0.92375,                  1.685,              0.0009453,              0.0009453,              0.0009453
                     55,                 1.2307,                0.94456,                 1.4634,                0.81919,                0.75513,                0.84057,                0.49389,                  1.459,                 0.9382,                 1.7088,              0.0009254,              0.0009254,              0.0009254
                     56,                 1.2333,                0.95008,                 1.4707,                  0.834,                0.80428,                0.86278,                 0.5126,                 1.4725,                0.87674,                 1.7111,              0.0009055,              0.0009055,              0.0009055
                     57,                 1.2228,                0.92745,                 1.4554,                0.83227,                0.80428,                 0.8593,                0.50654,                 1.4575,                0.96051,                 1.7151,              0.0008856,              0.0008856,              0.0008856
                     58,                 1.2149,                0.92421,                 1.4524,                0.83017,                 0.8147,                0.86796,                0.51902,                 1.4513,                0.92333,                 1.7031,              0.0008657,              0.0008657,              0.0008657
                     59,                 1.2037,                0.91592,                 1.4418,                0.83633,                0.78133,                0.86044,                0.51114,                 1.4706,                0.88279,                 1.7027,              0.0008458,              0.0008458,              0.0008458
                     60,                 1.1865,                0.90007,                 1.4288,                0.83258,                 0.8211,                0.87643,                0.52604,                 1.4783,                0.87862,                 1.7277,              0.0008259,              0.0008259,              0.0008259
                     61,                 1.1977,                0.88521,                 1.4378,                0.86154,                0.78971,                0.87003,                0.52081,                 1.4518,                0.86589,                 1.7248,               0.000806,               0.000806,               0.000806
                     62,                 1.1887,                0.90387,                  1.429,                0.84402,                0.81908,                0.87313,                 0.5218,                 1.4253,                0.86521,                 1.6965,              0.0007861,              0.0007861,              0.0007861
                     63,                 1.1702,                 0.8664,                 1.4169,                0.82546,                0.81714,                0.86927,                 0.5165,                 1.4867,                0.89995,                 1.7506,              0.0007662,              0.0007662,              0.0007662
                     64,                 1.1654,                0.85891,                 1.4129,                0.80582,                0.84098,                0.87485,                0.51307,                 1.4605,                0.83956,                 1.7119,              0.0007463,              0.0007463,              0.0007463
                     65,                 1.1619,                0.85847,                 1.4109,                0.81949,                0.82722,                0.87974,                 0.5192,                 1.4417,                0.86904,                 1.7003,              0.0007264,              0.0007264,              0.0007264
                     66,                 1.1536,                0.85821,                 1.3995,                0.84777,                0.80043,                0.87692,                0.51838,                 1.4502,                0.83446,                 1.7444,              0.0007065,              0.0007065,              0.0007065
                     67,                 1.1415,                0.83087,                 1.3894,                0.82707,                0.81498,                0.86843,                 0.5117,                  1.477,                0.85657,                 1.7238,              0.0006866,              0.0006866,              0.0006866
                     68,                 1.1496,                0.82328,                 1.4014,                0.84566,                0.82875,                0.87043,                0.51942,                 1.4493,                0.83417,                 1.7245,              0.0006667,              0.0006667,              0.0006667
                     69,                 1.1189,                0.81774,                 1.3873,                0.87376,                 0.8149,                 0.8778,                0.52661,                  1.481,                0.81403,                 1.7366,              0.0006468,              0.0006468,              0.0006468
                     70,                 1.1289,                0.82012,                  1.382,                0.84257,                0.79511,                0.86998,                  0.511,                 1.4825,                0.86443,                 1.7537,              0.0006269,              0.0006269,              0.0006269
                     71,                 1.1102,                0.81192,                 1.3713,                0.84255,                0.82642,                0.87587,                0.51745,                 1.4509,                0.85938,                 1.7269,               0.000607,               0.000607,               0.000607
                     72,                 1.1059,                0.79257,                 1.3739,                0.85199,                 0.8211,                0.87599,                0.52403,                 1.4547,                 0.8082,                 1.7438,              0.0005871,              0.0005871,              0.0005871
                     73,                 1.0948,                0.79262,                  1.365,                0.83426,                0.82722,                0.87696,                0.51982,                 1.4889,                 0.8297,                 1.7596,              0.0005672,              0.0005672,              0.0005672
                     74,                 1.0934,                0.78565,                 1.3659,                0.81403,                0.85668,                0.88085,                0.52513,                 1.4597,                0.82837,                 1.7256,              0.0005473,              0.0005473,              0.0005473
                     75,                 1.0883,                0.77898,                 1.3634,                0.84331,                0.81472,                0.87571,                0.51922,                 1.4949,                 0.8461,                 1.7511,              0.0005274,              0.0005274,              0.0005274
                     76,                 1.0702,                0.76246,                 1.3443,                0.88466,                0.81804,                0.88518,                0.52995,                 1.4812,                0.80048,                 1.7848,              0.0005075,              0.0005075,              0.0005075
                     77,                  1.066,                0.75682,                 1.3432,                0.85267,                0.83028,                0.88734,                0.54035,                 1.4703,                0.75941,                 1.7616,              0.0004876,              0.0004876,              0.0004876
                     78,                 1.0578,                0.74865,                  1.339,                0.84831,                0.83803,                0.88176,                0.53788,                 1.4981,                0.79069,                 1.7691,              0.0004677,              0.0004677,              0.0004677
                     79,                 1.0473,                0.74265,                 1.3248,                0.86077,                0.81804,                0.87232,                0.53135,                 1.4958,                0.79854,                 1.7794,              0.0004478,              0.0004478,              0.0004478
                     80,                 1.0341,                0.71902,                 1.3266,                0.84441,                0.82875,                0.88276,                0.53518,                 1.4651,                0.79239,                 1.7556,              0.0004279,              0.0004279,              0.0004279
                     81,                 1.0299,                0.71201,                 1.3188,                  0.834,                0.82722,                0.86713,                0.51825,                 1.4718,                0.82934,                 1.7374,               0.000408,               0.000408,               0.000408
                     82,                  1.025,                0.70824,                 1.3105,                0.87023,                0.81804,                0.89124,                0.54002,                 1.4545,                0.76679,                 1.7485,              0.0003881,              0.0003881,              0.0003881
                     83,                 1.0128,                0.69947,                 1.3072,                0.85683,                0.83945,                 0.8909,                 0.5383,                 1.4818,                0.78437,                 1.7691,              0.0003682,              0.0003682,              0.0003682
                     84,                 1.0196,                0.71766,                 1.3162,                0.87879,                0.81193,                0.87691,                0.52743,                 1.4858,                0.77051,                 1.7699,              0.0003483,              0.0003483,              0.0003483
                     85,                 1.0058,                0.70076,                 1.2986,                0.86464,                0.82043,                0.88234,                0.53724,                 1.4706,                0.78593,                 1.7476,              0.0003284,              0.0003284,              0.0003284
                     86,                0.98408,                0.69163,                 1.2927,                0.85522,                0.82189,                0.88007,                0.52822,                 1.5033,                0.81448,                 1.7846,              0.0003085,              0.0003085,              0.0003085
                     87,                0.98673,                0.68367,                 1.2866,                0.84678,                0.82814,                 0.8771,                0.52844,                 1.4901,                0.77343,                 1.7982,              0.0002886,              0.0002886,              0.0002886
                     88,                0.98626,                0.67669,                 1.2888,                0.82213,                0.83397,                0.86983,                0.52619,                 1.5003,                0.78607,                  1.788,              0.0002687,              0.0002687,              0.0002687
                     89,                 0.9743,                0.67899,                 1.2868,                0.88413,                0.78167,                0.87489,                0.53038,                 1.4887,                0.78689,                   1.79,              0.0002488,              0.0002488,              0.0002488
                     90,                0.96859,                0.65796,                 1.2707,                0.86675,                0.81346,                0.87168,                0.52759,                 1.5128,                0.77095,                  1.818,              0.0002289,              0.0002289,              0.0002289
                     91,                0.94533,                0.64479,                 1.2613,                  0.826,                0.83475,                0.86909,                0.51581,                 1.5229,                0.82183,                 1.8384,               0.000209,               0.000209,               0.000209
                     92,                0.93256,                0.64047,                 1.2539,                0.83874,                0.84297,                0.87373,                0.52083,                 1.5141,                0.78299,                 1.8296,              0.0001891,              0.0001891,              0.0001891
                     93,                0.94581,                0.65482,                 1.2669,                0.84129,                0.82671,                0.87592,                0.52754,                 1.5022,                0.79151,                 1.8194,              0.0001692,              0.0001692,              0.0001692
                     94,                0.94153,                0.64423,                 1.2681,                0.88189,                0.79052,                 0.8715,                0.51857,                 1.5158,                0.81516,                 1.8379,              0.0001493,              0.0001493,              0.0001493
                     95,                0.91802,                0.62453,                 1.2491,                0.86761,                0.80734,                0.87331,                0.52143,                 1.5051,                0.81083,                 1.8269,              0.0001294,              0.0001294,              0.0001294
                     96,                0.91762,                0.61696,                 1.2487,                0.83872,                 0.8349,                0.86927,                0.52376,                 1.5164,                0.81576,                 1.8435,              0.0001095,              0.0001095,              0.0001095
                     97,                0.91549,                0.62351,                 1.2479,                0.87259,                0.80275,                0.87579,                0.52837,                 1.5161,                0.80843,                 1.8379,               8.96e-05,               8.96e-05,               8.96e-05
                     98,                0.90123,                0.61003,                 1.2348,                0.86533,                0.81957,                0.87285,                0.52724,                 1.5126,                0.79212,                 1.8427,               6.97e-05,               6.97e-05,               6.97e-05
                     99,                0.89827,                0.61502,                 1.2377,                0.89319,                0.79969,                 0.8766,                0.52916,                 1.5079,                0.79606,                 1.8377,               4.98e-05,               4.98e-05,               4.98e-05
